year,cancerType,state,stat,value
2010,Prenatal,CT,crude_rate,3.7
1999,Prenatal,DE,deaths,51
1999,Prenatal,DE,population,774990
1999,Prenatal,DE,crude_rate,6.6
2000,Prenatal,DE,deaths,66
2000,Prenatal,DE,population,783600
2000,Prenatal,DE,crude_rate,8.4
2001,Prenatal,DE,deaths,82
2001,Prenatal,DE,population,795699
2001,Prenatal,DE,crude_rate,10.3
2002,Prenatal,DE,deaths,62
2002,Prenatal,DE,population,806169
2002,Prenatal,DE,crude_rate,7.7
2003,Prenatal,DE,deaths,60
2003,Prenatal,DE,population,818003
2003,Prenatal,DE,crude_rate,7.3
2004,Prenatal,DE,deaths,47
2004,Prenatal,DE,population,830803
2004,Prenatal,DE,crude_rate,5.7
2005,Prenatal,DE,deaths,72
2005,Prenatal,DE,population,845150
2005,Prenatal,DE,crude_rate,8.5
2006,Prenatal,DE,deaths,57
2006,Prenatal,DE,population,859268
2006,Prenatal,DE,crude_rate,6.6
2007,Prenatal,DE,deaths,52
2007,Prenatal,DE,population,871749
2007,Prenatal,DE,crude_rate,6
2008,Prenatal,DE,deaths,54
2008,Prenatal,DE,population,883874
2008,Prenatal,DE,crude_rate,6.1
2009,Prenatal,DE,deaths,57
2009,Prenatal,DE,population,891730
2009,Prenatal,DE,crude_rate,6.4
2010,Prenatal,DE,deaths,39
2010,Prenatal,DE,population,897934
2010,Prenatal,DE,crude_rate,4.3
1999,Prenatal,DC,deaths,78
1999,Prenatal,DC,population,570213
1999,Prenatal,DC,crude_rate,13.7
2000,Prenatal,DC,deaths,55
2000,Prenatal,DC,population,572059
2000,Prenatal,DC,crude_rate,9.6
2001,Prenatal,DC,deaths,49
2001,Prenatal,DC,population,574504
2001,Prenatal,DC,crude_rate,8.5
2002,Prenatal,DC,deaths,44
2002,Prenatal,DC,population,573158
2002,Prenatal,DC,crude_rate,7.7
2003,Prenatal,DC,deaths,44
2003,Prenatal,DC,population,568502
2003,Prenatal,DC,crude_rate,7.7
2004,Prenatal,DC,deaths,69
2004,Prenatal,DC,population,567754
2004,Prenatal,DC,crude_rate,12.2
2005,Prenatal,DC,deaths,65
2005,Prenatal,DC,population,567136
2005,Prenatal,DC,crude_rate,11.5
2006,Prenatal,DC,deaths,58
2006,Prenatal,DC,population,570681
2006,Prenatal,DC,crude_rate,10.2
2007,Prenatal,DC,deaths,71
2007,Prenatal,DC,population,574404
2007,Prenatal,DC,crude_rate,12.4
2008,Prenatal,DC,deaths,66
2008,Prenatal,DC,population,580236
2008,Prenatal,DC,crude_rate,11.4
2009,Prenatal,DC,deaths,41
2009,Prenatal,DC,population,592228
2009,Prenatal,DC,crude_rate,6.9
2010,Prenatal,DC,deaths,39
2010,Prenatal,DC,population,601723
2010,Prenatal,DC,crude_rate,6.5
1999,Prenatal,FL,deaths,764
1999,Prenatal,FL,population,15759421
1999,Prenatal,FL,crude_rate,4.8
2000,Prenatal,FL,deaths,711
2000,Prenatal,FL,population,15982378
2000,Prenatal,FL,crude_rate,4.4
2001,Prenatal,FL,deaths,793
2001,Prenatal,FL,population,16356966
2001,Prenatal,FL,crude_rate,4.8
2002,Prenatal,FL,deaths,797
2002,Prenatal,FL,population,16689370
2002,Prenatal,FL,crude_rate,4.8
2003,Prenatal,FL,deaths,794
2003,Prenatal,FL,population,17004085
2003,Prenatal,FL,crude_rate,4.7
2004,Prenatal,FL,deaths,783
2004,Prenatal,FL,population,17415318
2004,Prenatal,FL,crude_rate,4.5
2005,Prenatal,FL,deaths,818
2005,Prenatal,FL,population,17842038
2005,Prenatal,FL,crude_rate,4.6
2006,Prenatal,FL,deaths,869
2006,Prenatal,FL,population,18166990
2006,Prenatal,FL,crude_rate,4.8
2007,Prenatal,FL,deaths,803
2007,Prenatal,FL,population,18367842
2007,Prenatal,FL,crude_rate,4.4
2008,Prenatal,FL,deaths,855
2008,Prenatal,FL,population,18527305
2008,Prenatal,FL,crude_rate,4.6
2009,Prenatal,FL,deaths,769
2009,Prenatal,FL,population,18652644
2009,Prenatal,FL,crude_rate,4.1
2010,Prenatal,FL,deaths,731
2010,Prenatal,FL,population,18801310
2010,Prenatal,FL,crude_rate,3.9
1999,Prenatal,GA,deaths,549
1999,Prenatal,GA,population,8045965
1999,Prenatal,GA,crude_rate,6.8
2000,Prenatal,GA,deaths,600
2000,Prenatal,GA,population,8186453
2000,Prenatal,GA,crude_rate,7.3
2001,Prenatal,GA,deaths,591
2001,Prenatal,GA,population,8377038
2001,Prenatal,GA,crude_rate,7.1
2002,Prenatal,GA,deaths,618
2002,Prenatal,GA,population,8508256
2002,Prenatal,GA,crude_rate,7.3
2003,Prenatal,GA,deaths,641
2003,Prenatal,GA,population,8622793
2003,Prenatal,GA,crude_rate,7.4
2004,Prenatal,GA,deaths,646
2004,Prenatal,GA,population,8769252
2004,Prenatal,GA,crude_rate,7.4
2005,Prenatal,GA,deaths,618
2005,Prenatal,GA,population,8925922
2005,Prenatal,GA,crude_rate,6.9
2006,Prenatal,GA,deaths,632
2006,Prenatal,GA,population,9155813
2006,Prenatal,GA,crude_rate,6.9
2007,Prenatal,GA,deaths,615
2007,Prenatal,GA,population,9349988
2007,Prenatal,GA,crude_rate,6.6
2008,Prenatal,GA,deaths,603
2008,Prenatal,GA,population,9504843
2008,Prenatal,GA,crude_rate,6.3
2009,Prenatal,GA,deaths,558
2009,Prenatal,GA,population,9620846
2009,Prenatal,GA,crude_rate,5.8
2010,Prenatal,GA,deaths,416
2010,Prenatal,GA,population,9687653
2010,Prenatal,GA,crude_rate,4.3
1999,Prenatal,HI,deaths,64
1999,Prenatal,HI,population,1210300
1999,Prenatal,HI,crude_rate,5.3
2000,Prenatal,HI,deaths,77
2000,Prenatal,HI,population,1211537
2000,Prenatal,HI,crude_rate,6.4
2001,Prenatal,HI,deaths,47
2001,Prenatal,HI,population,1225948
2001,Prenatal,HI,crude_rate,3.8
2002,Prenatal,HI,deaths,73
2002,Prenatal,HI,population,1239613
2002,Prenatal,HI,crude_rate,5.9
2003,Prenatal,HI,deaths,72
2003,Prenatal,HI,population,1251154
2003,Prenatal,HI,crude_rate,5.8
2004,Prenatal,HI,deaths,60
2004,Prenatal,HI,population,1273569
2004,Prenatal,HI,crude_rate,4.7
2005,Prenatal,HI,deaths,61
2005,Prenatal,HI,population,1292729
2005,Prenatal,HI,crude_rate,4.7
2006,Prenatal,HI,deaths,61
2006,Prenatal,HI,population,1309731
2006,Prenatal,HI,crude_rate,4.7
2007,Prenatal,HI,deaths,69
2007,Prenatal,HI,population,1315675
2007,Prenatal,HI,crude_rate,5.2
2008,Prenatal,HI,deaths,57
2008,Prenatal,HI,population,1332213
2008,Prenatal,HI,crude_rate,4.3
2009,Prenatal,HI,deaths,62
2009,Prenatal,HI,population,1346717
2009,Prenatal,HI,crude_rate,4.6
2010,Prenatal,HI,deaths,61
2010,Prenatal,HI,population,1360301
2010,Prenatal,HI,crude_rate,4.5
1999,Prenatal,ID,deaths,66
1999,Prenatal,ID,population,1275674
1999,Prenatal,ID,crude_rate,5.2
2000,Prenatal,ID,deaths,76
2000,Prenatal,ID,population,1293953
2000,Prenatal,ID,crude_rate,5.9
2001,Prenatal,ID,deaths,53
2001,Prenatal,ID,population,1319962
2001,Prenatal,ID,crude_rate,4
2002,Prenatal,ID,deaths,51
2002,Prenatal,ID,population,1340372
2002,Prenatal,ID,crude_rate,3.8
2003,Prenatal,ID,deaths,53
2003,Prenatal,ID,population,1363380
2003,Prenatal,ID,crude_rate,3.9
2004,Prenatal,ID,deaths,68
2004,Prenatal,ID,population,1391802
2004,Prenatal,ID,crude_rate,4.9
2005,Prenatal,ID,deaths,60
2005,Prenatal,ID,population,1428241
2005,Prenatal,ID,crude_rate,4.2
2006,Prenatal,ID,deaths,81
2006,Prenatal,ID,population,1468669
2006,Prenatal,ID,crude_rate,5.5
2007,Prenatal,ID,deaths,77
2007,Prenatal,ID,population,1505105
2007,Prenatal,ID,crude_rate,5.1
2008,Prenatal,ID,deaths,72
2008,Prenatal,ID,population,1534320
2008,Prenatal,ID,crude_rate,4.7
2009,Prenatal,ID,deaths,54
2009,Prenatal,ID,population,1554439
2009,Prenatal,ID,crude_rate,3.5
2010,Prenatal,ID,deaths,43
2010,Prenatal,ID,population,1567582
2010,Prenatal,ID,crude_rate,2.7
1999,Prenatal,IL,deaths,820
1999,Prenatal,IL,population,12359020
1999,Prenatal,IL,crude_rate,6.6
2000,Prenatal,IL,deaths,855
2000,Prenatal,IL,population,12419293
2000,Prenatal,IL,crude_rate,6.9
2001,Prenatal,IL,deaths,773
2001,Prenatal,IL,population,12488445
2001,Prenatal,IL,crude_rate,6.2
2002,Prenatal,IL,deaths,696
2002,Prenatal,IL,population,12525556
2002,Prenatal,IL,crude_rate,5.6
2003,Prenatal,IL,deaths,735
2003,Prenatal,IL,population,12556006
2003,Prenatal,IL,crude_rate,5.9
2004,Prenatal,IL,deaths,718
2004,Prenatal,IL,population,12589773
2004,Prenatal,IL,crude_rate,5.7
2005,Prenatal,IL,deaths,713
2005,Prenatal,IL,population,12609903
2005,Prenatal,IL,crude_rate,5.7
2006,Prenatal,IL,deaths,674
2006,Prenatal,IL,population,12643955
2006,Prenatal,IL,crude_rate,5.3
2007,Prenatal,IL,deaths,688
2007,Prenatal,IL,population,12695866
2007,Prenatal,IL,crude_rate,5.4
2008,Prenatal,IL,deaths,646
2008,Prenatal,IL,population,12747038
2008,Prenatal,IL,crude_rate,5.1
2009,Prenatal,IL,deaths,647
2009,Prenatal,IL,population,12796778
2009,Prenatal,IL,crude_rate,5.1
2010,Prenatal,IL,deaths,614
2010,Prenatal,IL,population,12830632
2010,Prenatal,IL,crude_rate,4.8
1999,Prenatal,IN,deaths,342
1999,Prenatal,IN,population,6044969
1999,Prenatal,IN,crude_rate,5.7
2000,Prenatal,IN,deaths,314
2000,Prenatal,IN,population,6080485
2000,Prenatal,IN,crude_rate,5.2
2001,Prenatal,IN,deaths,278
2001,Prenatal,IN,population,6127760
2001,Prenatal,IN,crude_rate,4.5
2002,Prenatal,IN,deaths,346
2002,Prenatal,IN,population,6155967
2002,Prenatal,IN,crude_rate,5.6
2003,Prenatal,IN,deaths,324
2003,Prenatal,IN,population,6196638
2003,Prenatal,IN,crude_rate,5.2
2004,Prenatal,IN,deaths,344
2004,Prenatal,IN,population,6233007
2004,Prenatal,IN,crude_rate,5.5
2005,Prenatal,IN,deaths,346
2005,Prenatal,IN,population,6278616
2005,Prenatal,IN,crude_rate,5.5
2006,Prenatal,IN,deaths,334
2006,Prenatal,IN,population,6332669
2006,Prenatal,IN,crude_rate,5.3
2007,Prenatal,IN,deaths,343
2007,Prenatal,IN,population,6379599
2007,Prenatal,IN,crude_rate,5.4
2008,Prenatal,IN,deaths,288
2008,Prenatal,IN,population,6424806
2008,Prenatal,IN,crude_rate,4.5
2009,Prenatal,IN,deaths,322
2009,Prenatal,IN,population,6459325
2009,Prenatal,IN,crude_rate,5
2010,Prenatal,IN,deaths,305
2010,Prenatal,IN,population,6483802
2010,Prenatal,IN,crude_rate,4.7
1999,Prenatal,IA,deaths,93
1999,Prenatal,IA,population,2917634
1999,Prenatal,IA,crude_rate,3.2
2000,Prenatal,IA,deaths,123
2000,Prenatal,IA,population,2926324
2000,Prenatal,IA,crude_rate,4.2
2001,Prenatal,IA,deaths,89
2001,Prenatal,IA,population,2931997
2001,Prenatal,IA,crude_rate,3
2002,Prenatal,IA,deaths,101
2002,Prenatal,IA,population,2934234
2002,Prenatal,IA,crude_rate,3.4
2003,Prenatal,IA,deaths,95
2003,Prenatal,IA,population,2941999
2003,Prenatal,IA,crude_rate,3.2
2004,Prenatal,IA,deaths,75
2004,Prenatal,IA,population,2953635
2004,Prenatal,IA,crude_rate,2.5
2005,Prenatal,IA,deaths,102
2005,Prenatal,IA,population,2964454
2005,Prenatal,IA,crude_rate,3.4
2006,Prenatal,IA,deaths,80
2006,Prenatal,IA,population,2982644
2006,Prenatal,IA,crude_rate,2.7
2007,Prenatal,IA,deaths,98
2007,Prenatal,IA,population,2999212
2007,Prenatal,IA,crude_rate,3.3
2008,Prenatal,IA,deaths,94
2008,Prenatal,IA,population,3016734
2008,Prenatal,IA,crude_rate,3.1
2009,Prenatal,IA,deaths,71
2009,Prenatal,IA,population,3032870
2009,Prenatal,IA,crude_rate,2.3
2010,Prenatal,IA,deaths,74
2010,Prenatal,IA,population,3046355
2010,Prenatal,IA,crude_rate,2.4
1999,Prenatal,KS,deaths,125
1999,Prenatal,KS,population,2678338
1999,Prenatal,KS,crude_rate,4.7
2000,Prenatal,KS,deaths,112
2000,Prenatal,KS,population,2688418
2000,Prenatal,KS,crude_rate,4.2
2001,Prenatal,KS,deaths,124
2001,Prenatal,KS,population,2702162
2001,Prenatal,KS,crude_rate,4.6
2002,Prenatal,KS,deaths,139
2002,Prenatal,KS,population,2713535
2002,Prenatal,KS,crude_rate,5.1
2003,Prenatal,KS,deaths,135
2003,Prenatal,KS,population,2723004
2003,Prenatal,KS,crude_rate,5
2004,Prenatal,KS,deaths,133
2004,Prenatal,KS,population,2734373
2004,Prenatal,KS,crude_rate,4.9
2005,Prenatal,KS,deaths,131
2005,Prenatal,KS,population,2745299
2005,Prenatal,KS,crude_rate,4.8
2006,Prenatal,KS,deaths,122
2006,Prenatal,KS,population,2762931
2006,Prenatal,KS,crude_rate,4.4
2007,Prenatal,KS,deaths,146
2007,Prenatal,KS,population,2783785
2007,Prenatal,KS,crude_rate,5.2
2008,Prenatal,KS,deaths,125
2008,Prenatal,KS,population,2808076
2008,Prenatal,KS,crude_rate,4.5
2009,Prenatal,KS,deaths,114
2009,Prenatal,KS,population,2832704
2009,Prenatal,KS,crude_rate,4
2010,Prenatal,KS,deaths,117
2010,Prenatal,KS,population,2853118
2010,Prenatal,KS,crude_rate,4.1
1999,Prenatal,KY,deaths,173
1999,Prenatal,KY,population,4018053
1999,Prenatal,KY,crude_rate,4.3
2000,Prenatal,KY,deaths,183
2000,Prenatal,KY,population,4041769
2000,Prenatal,KY,crude_rate,4.5
2001,Prenatal,KY,deaths,136
2001,Prenatal,KY,population,4068132
2001,Prenatal,KY,crude_rate,3.3
2002,Prenatal,KY,deaths,158
2002,Prenatal,KY,population,4089875
2002,Prenatal,KY,crude_rate,3.9
2003,Prenatal,KY,deaths,171
2003,Prenatal,KY,population,4117170
2003,Prenatal,KY,crude_rate,4.2
2004,Prenatal,KY,deaths,150
2004,Prenatal,KY,population,4146101
2004,Prenatal,KY,crude_rate,3.6
2005,Prenatal,KY,deaths,161
2005,Prenatal,KY,population,4182742
2005,Prenatal,KY,crude_rate,3.8
2006,Prenatal,KY,deaths,188
2006,Prenatal,KY,population,4219239
2006,Prenatal,KY,crude_rate,4.5
2007,Prenatal,KY,deaths,149
2007,Prenatal,KY,population,4256672
2007,Prenatal,KY,crude_rate,3.5
2008,Prenatal,KY,deaths,169
2008,Prenatal,KY,population,4289878
2008,Prenatal,KY,crude_rate,3.9
2009,Prenatal,KY,deaths,150
2009,Prenatal,KY,population,4317074
2009,Prenatal,KY,crude_rate,3.5
2010,Prenatal,KY,deaths,133
2010,Prenatal,KY,population,4339367
2010,Prenatal,KY,crude_rate,3.1
1999,Prenatal,LA,deaths,311
1999,Prenatal,LA,population,4460811
1999,Prenatal,LA,crude_rate,7
2000,Prenatal,LA,deaths,294
2000,Prenatal,LA,population,4468976
2000,Prenatal,LA,crude_rate,6.6
2001,Prenatal,LA,deaths,326
2001,Prenatal,LA,population,4477875
2001,Prenatal,LA,crude_rate,7.3
2002,Prenatal,LA,deaths,338
2002,Prenatal,LA,population,4497267
2002,Prenatal,LA,crude_rate,7.5
2003,Prenatal,LA,deaths,285
2003,Prenatal,LA,population,4521042
2003,Prenatal,LA,crude_rate,6.3
2004,Prenatal,LA,deaths,307
2004,Prenatal,LA,population,4552238
2004,Prenatal,LA,crude_rate,6.7
2005,Prenatal,LA,deaths,279
2005,Prenatal,LA,population,4576628
2005,Prenatal,LA,crude_rate,6.1
2006,Prenatal,LA,deaths,312
2006,Prenatal,LA,population,4302665
2006,Prenatal,LA,crude_rate,7.3
2007,Prenatal,LA,deaths,283
2007,Prenatal,LA,population,4375581
2007,Prenatal,LA,crude_rate,6.5
2008,Prenatal,LA,deaths,253
2008,Prenatal,LA,population,4435586
2008,Prenatal,LA,crude_rate,5.7
2009,Prenatal,LA,deaths,255
2009,Prenatal,LA,population,4491648
2009,Prenatal,LA,crude_rate,5.7
2010,Prenatal,LA,deaths,207
2010,Prenatal,LA,population,4533372
2010,Prenatal,LA,crude_rate,4.6
1999,Prenatal,ME,deaths,39
1999,Prenatal,ME,population,1266808
1999,Prenatal,ME,crude_rate,3.1
2000,Prenatal,ME,deaths,28
2000,Prenatal,ME,population,1274923
2000,Prenatal,ME,crude_rate,2.2
2001,Prenatal,ME,deaths,43
2001,Prenatal,ME,population,1285692
2001,Prenatal,ME,crude_rate,3.3
2002,Prenatal,ME,deaths,30
2002,Prenatal,ME,population,1295960
2002,Prenatal,ME,crude_rate,2.3
2003,Prenatal,ME,deaths,39
2003,Prenatal,ME,population,1306513
2003,Prenatal,ME,crude_rate,3
2004,Prenatal,ME,deaths,44
2004,Prenatal,ME,population,1313688
2004,Prenatal,ME,crude_rate,3.3
2005,Prenatal,ME,deaths,50
2005,Prenatal,ME,population,1318787
2005,Prenatal,ME,crude_rate,3.8
2006,Prenatal,ME,deaths,41
2006,Prenatal,ME,population,1323619
2006,Prenatal,ME,crude_rate,3.1
2007,Prenatal,ME,deaths,52
2007,Prenatal,ME,population,1327040
2007,Prenatal,ME,crude_rate,3.9
2008,Prenatal,ME,deaths,37
2008,Prenatal,ME,population,1330509
2008,Prenatal,ME,crude_rate,2.8
2009,Prenatal,ME,deaths,43
2009,Prenatal,ME,population,1329590
2009,Prenatal,ME,crude_rate,3.2
2010,Prenatal,ME,deaths,34
2010,Prenatal,ME,population,1328361
2010,Prenatal,ME,crude_rate,2.6
1999,Prenatal,MD,deaths,340
1999,Prenatal,MD,population,5254509
1999,Prenatal,MD,crude_rate,6.5
2000,Prenatal,MD,deaths,353
2000,Prenatal,MD,population,5296486
2000,Prenatal,MD,crude_rate,6.7
2001,Prenatal,MD,deaths,367
2001,Prenatal,MD,population,5374691
2001,Prenatal,MD,crude_rate,6.8
2002,Prenatal,MD,deaths,317
2002,Prenatal,MD,population,5440389
2002,Prenatal,MD,crude_rate,5.8
2003,Prenatal,MD,deaths,355
2003,Prenatal,MD,population,5496269
2003,Prenatal,MD,crude_rate,6.5
2004,Prenatal,MD,deaths,404
2004,Prenatal,MD,population,5546935
2004,Prenatal,MD,crude_rate,7.3
2005,Prenatal,MD,deaths,337
2005,Prenatal,MD,population,5592379
2005,Prenatal,MD,crude_rate,6
2006,Prenatal,MD,deaths,363
2006,Prenatal,MD,population,5627367
2006,Prenatal,MD,crude_rate,6.5
2007,Prenatal,MD,deaths,396
2007,Prenatal,MD,population,5653408
2007,Prenatal,MD,crude_rate,7
2008,Prenatal,MD,deaths,376
2008,Prenatal,MD,population,5684965
2008,Prenatal,MD,crude_rate,6.6
2009,Prenatal,MD,deaths,323
2009,Prenatal,MD,population,5730388
2009,Prenatal,MD,crude_rate,5.6
2010,Prenatal,MD,deaths,301
2010,Prenatal,MD,population,5773552
2010,Prenatal,MD,crude_rate,5.2
1999,Prenatal,MA,deaths,271
1999,Prenatal,MA,population,6317345
1999,Prenatal,MA,crude_rate,4.3
2000,Prenatal,MA,deaths,231
2000,Prenatal,MA,population,6349097
2000,Prenatal,MA,crude_rate,3.6
2001,Prenatal,MA,deaths,260
2001,Prenatal,MA,population,6397634
2001,Prenatal,MA,crude_rate,4.1
2002,Prenatal,MA,deaths,249
2002,Prenatal,MA,population,6417206
2002,Prenatal,MA,crude_rate,3.9
2003,Prenatal,MA,deaths,242
2003,Prenatal,MA,population,6422565
2003,Prenatal,MA,crude_rate,3.8
2004,Prenatal,MA,deaths,237
2004,Prenatal,MA,population,6412281
2004,Prenatal,MA,crude_rate,3.7
2005,Prenatal,MA,deaths,232
2005,Prenatal,MA,population,6403290
2005,Prenatal,MA,crude_rate,3.6
2006,Prenatal,MA,deaths,237
2006,Prenatal,MA,population,6410084
2006,Prenatal,MA,crude_rate,3.7
2007,Prenatal,MA,deaths,218
2007,Prenatal,MA,population,6431559
2007,Prenatal,MA,crude_rate,3.4
2008,Prenatal,MA,deaths,241
2008,Prenatal,MA,population,6468967
2008,Prenatal,MA,crude_rate,3.7
2009,Prenatal,MA,deaths,231
2009,Prenatal,MA,population,6517613
2009,Prenatal,MA,crude_rate,3.5
2010,Prenatal,MA,deaths,199
2010,Prenatal,MA,population,6547629
2010,Prenatal,MA,crude_rate,3
1999,Prenatal,MI,deaths,583
1999,Prenatal,MI,population,9897116
1999,Prenatal,MI,crude_rate,5.9
2000,Prenatal,MI,deaths,638
2000,Prenatal,MI,population,9938444
2000,Prenatal,MI,crude_rate,6.4
2001,Prenatal,MI,deaths,622
2001,Prenatal,MI,population,9991120
2001,Prenatal,MI,crude_rate,6.2
2002,Prenatal,MI,deaths,580
2002,Prenatal,MI,population,10015710
2002,Prenatal,MI,crude_rate,5.8
2003,Prenatal,MI,deaths,638
2003,Prenatal,MI,population,10041152
2003,Prenatal,MI,crude_rate,6.4
2004,Prenatal,MI,deaths,567
2004,Prenatal,MI,population,10055315
2004,Prenatal,MI,crude_rate,5.6
2005,Prenatal,MI,deaths,577
2005,Prenatal,MI,population,10051137
2005,Prenatal,MI,crude_rate,5.7
2006,Prenatal,MI,deaths,519
2006,Prenatal,MI,population,10036081
2006,Prenatal,MI,crude_rate,5.2
2007,Prenatal,MI,deaths,557
2007,Prenatal,MI,population,10001284
2007,Prenatal,MI,crude_rate,5.6
2008,Prenatal,MI,deaths,506
2008,Prenatal,MI,population,9946889
2008,Prenatal,MI,crude_rate,5.1
2009,Prenatal,MI,deaths,476
2009,Prenatal,MI,population,9901591
2009,Prenatal,MI,crude_rate,4.8
2010,Prenatal,MI,deaths,425
2010,Prenatal,MI,population,9883640
2010,Prenatal,MI,crude_rate,4.3
1999,Prenatal,MN,deaths,164
1999,Prenatal,MN,population,4873481
1999,Prenatal,MN,crude_rate,3.4
2000,Prenatal,MN,deaths,153
2000,Prenatal,MN,population,4919479
2000,Prenatal,MN,crude_rate,3.1
2001,Prenatal,MN,deaths,155
2001,Prenatal,MN,population,4982796
2001,Prenatal,MN,crude_rate,3.1
2002,Prenatal,MN,deaths,160
2002,Prenatal,MN,population,5018935
2002,Prenatal,MN,crude_rate,3.2
2003,Prenatal,MN,deaths,131
2003,Prenatal,MN,population,5053572
2003,Prenatal,MN,crude_rate,2.6
2004,Prenatal,MN,deaths,147
2004,Prenatal,MN,population,5087713
2004,Prenatal,MN,crude_rate,2.9
2005,Prenatal,MN,deaths,159
2005,Prenatal,MN,population,5119598
2005,Prenatal,MN,crude_rate,3.1
2006,Prenatal,MN,deaths,167
2006,Prenatal,MN,population,5163555
2006,Prenatal,MN,crude_rate,3.2
2007,Prenatal,MN,deaths,193
2007,Prenatal,MN,population,5207203
2007,Prenatal,MN,crude_rate,3.7
2008,Prenatal,MN,deaths,201
2008,Prenatal,MN,population,5247018
2008,Prenatal,MN,crude_rate,3.8
2009,Prenatal,MN,deaths,131
2009,Prenatal,MN,population,5281203
2009,Prenatal,MN,crude_rate,2.5
2010,Prenatal,MN,deaths,138
2010,Prenatal,MN,population,5303925
2010,Prenatal,MN,crude_rate,2.6
1999,Prenatal,MS,deaths,211
1999,Prenatal,MS,population,2828408
1999,Prenatal,MS,crude_rate,7.5
2000,Prenatal,MS,deaths,220
2000,Prenatal,MS,population,2844658
2000,Prenatal,MS,crude_rate,7.7
2001,Prenatal,MS,deaths,212
2001,Prenatal,MS,population,2852994
2001,Prenatal,MS,crude_rate,7.4
2002,Prenatal,MS,deaths,222
2002,Prenatal,MS,population,2858681
2002,Prenatal,MS,crude_rate,7.8
2003,Prenatal,MS,deaths,206
2003,Prenatal,MS,population,2868312
2003,Prenatal,MS,crude_rate,7.2
2004,Prenatal,MS,deaths,193
2004,Prenatal,MS,population,2889010
2004,Prenatal,MS,crude_rate,6.7
2005,Prenatal,MS,deaths,226
2005,Prenatal,MS,population,2905943
2005,Prenatal,MS,crude_rate,7.8
2006,Prenatal,MS,deaths,217
2006,Prenatal,MS,population,2904978
2006,Prenatal,MS,crude_rate,7.5
2007,Prenatal,MS,deaths,211
2007,Prenatal,MS,population,2928350
2007,Prenatal,MS,crude_rate,7.2
2008,Prenatal,MS,deaths,185
2008,Prenatal,MS,population,2947806
2008,Prenatal,MS,crude_rate,6.3
2009,Prenatal,MS,deaths,195
2009,Prenatal,MS,population,2958774
2009,Prenatal,MS,crude_rate,6.6
2010,Prenatal,MS,deaths,178
2010,Prenatal,MS,population,2967297
2010,Prenatal,MS,crude_rate,6
1999,Prenatal,MO,deaths,295
1999,Prenatal,MO,population,5561948
1999,Prenatal,MO,crude_rate,5.3
2000,Prenatal,MO,deaths,265
2000,Prenatal,MO,population,5595211
2000,Prenatal,MO,crude_rate,4.7
2001,Prenatal,MO,deaths,276
2001,Prenatal,MO,population,5641142
2001,Prenatal,MO,crude_rate,4.9
2002,Prenatal,MO,deaths,305
2002,Prenatal,MO,population,5674825
2002,Prenatal,MO,crude_rate,5.4
2003,Prenatal,MO,deaths,325
2003,Prenatal,MO,population,5709403
2003,Prenatal,MO,crude_rate,5.7
2004,Prenatal,MO,deaths,277
2004,Prenatal,MO,population,5747741
2004,Prenatal,MO,crude_rate,4.8
2005,Prenatal,MO,deaths,282
2005,Prenatal,MO,population,5790300
2005,Prenatal,MO,crude_rate,4.9
2006,Prenatal,MO,deaths,295
2006,Prenatal,MO,population,5842704
2006,Prenatal,MO,crude_rate,5
2007,Prenatal,MO,deaths,319
2007,Prenatal,MO,population,5887612
2007,Prenatal,MO,crude_rate,5.4
2008,Prenatal,MO,deaths,249
2008,Prenatal,MO,population,5923916
2008,Prenatal,MO,crude_rate,4.2
2009,Prenatal,MO,deaths,253
2009,Prenatal,MO,population,5961088
2009,Prenatal,MO,crude_rate,4.2
2010,Prenatal,MO,deaths,228
2010,Prenatal,MO,population,5988927
2010,Prenatal,MO,crude_rate,3.8
1999,Prenatal,MT,deaths,22
1999,Prenatal,MT,population,897507
1999,Prenatal,MT,crude_rate,2.5
2000,Prenatal,MT,deaths,25
2000,Prenatal,MT,population,902195
2000,Prenatal,MT,crude_rate,2.8
2001,Prenatal,MT,deaths,25
2001,Prenatal,MT,population,906961
2001,Prenatal,MT,crude_rate,2.8
2002,Prenatal,MT,deaths,31
2002,Prenatal,MT,population,911667
2002,Prenatal,MT,crude_rate,3.4
2003,Prenatal,MT,deaths,23
2003,Prenatal,MT,population,919630
2003,Prenatal,MT,crude_rate,2.5
2004,Prenatal,MT,deaths,22
2004,Prenatal,MT,population,930009
2004,Prenatal,MT,crude_rate,2.4
2005,Prenatal,MT,deaths,35
2005,Prenatal,MT,population,940102
2005,Prenatal,MT,crude_rate,3.7
2006,Prenatal,MT,deaths,20
2006,Prenatal,MT,population,952692
2006,Prenatal,MT,crude_rate,2.1
2007,Prenatal,MT,deaths,21
2007,Prenatal,MT,population,964706
2007,Prenatal,MT,crude_rate,2.2
2008,Prenatal,MT,deaths,27
2008,Prenatal,MT,population,976415
2008,Prenatal,MT,crude_rate,2.8
2009,Prenatal,MT,deaths,27
2009,Prenatal,MT,population,983982
2009,Prenatal,MT,crude_rate,2.7
2010,Prenatal,MT,deaths,25
2010,Prenatal,MT,population,989415
2010,Prenatal,MT,crude_rate,2.5
1999,Prenatal,NE,deaths,83
1999,Prenatal,NE,population,1704764
1999,Prenatal,NE,crude_rate,4.9
2000,Prenatal,NE,deaths,80
2000,Prenatal,NE,population,1711263
